valor;lastCaptureAt;idSensor
3,0;2024-05-12 05:41:15,495515;96899
506,0;2024-05-12 05:41:15,495515;49082
10005,0;2024-05-12 05:41:15,495515;51004
39,1;2024-05-12 05:41:15,495515;38789
4,6932592766217915;2024-05-12 05:41:15,495515;47489
13,626448922176948;2024-05-12 05:41:15,495515;3723
76,91871368199237;2024-05-12 05:41:15,495515;40697
0,49991426735501976;2024-05-12 05:41:15,495515;36132
70,0;2024-05-12 05:41:15,495515;80038
5,0;2024-05-12 05:46:15,495515;96899
510,0;2024-05-12 05:46:15,495515;49082
10008,0;2024-05-12 05:46:15,495515;51004
38,8;2024-05-12 05:46:15,495515;38789
7,6932592766217915;2024-05-12 05:46:15,495515;47489
16,571540385425987;2024-05-12 05:46:15,495515;3723
79,91871368199237;2024-05-12 05:46:15,495515;40697
0,4998578067265857;2024-05-12 05:46:15,495515;36132
72,0;2024-05-12 05:46:15,495515;80038
3,0;2024-05-12 05:51:15,495515;96899
504,0;2024-05-12 05:51:15,495515;49082
10000,0;2024-05-12 05:51:15,495515;51004
39,0;2024-05-12 05:51:15,495515;38789
10,693259276621792;2024-05-12 05:51:15,495515;47489
13,571540385425987;2024-05-12 05:51:15,495515;3723
76,91871368199237;2024-05-12 05:51:15,495515;40697
0,49976662159586543;2024-05-12 05:51:15,495515;36132
70,0;2024-05-12 05:51:15,495515;80038
1,0;2024-05-12 05:56:15,495515;96899
499,0;2024-05-12 05:56:15,495515;49082
10000,0;2024-05-12 05:56:15,495515;51004
39,8;2024-05-12 05:56:15,495515;38789
13,693259276621792;2024-05-12 05:56:15,495515;47489
11,859663624870038;2024-05-12 05:56:15,495515;3723
73,91871368199237;2024-05-12 05:56:15,495515;40697
0,49974636201541767;2024-05-12 05:56:15,495515;36132
70,0;2024-05-12 05:56:15,495515;80038
2,0;2024-05-12 06:01:15,495515;96899
501,0;2024-05-12 06:01:15,495515;49082
10006,0;2024-05-12 06:01:15,495515;51004
39,7;2024-05-12 06:01:15,495515;38789
10,693259276621792;2024-05-12 06:01:15,495515;47489
8,859663624870038;2024-05-12 06:01:15,495515;3723
70,91871368199237;2024-05-12 06:01:15,495515;40697
0,49965838060808854;2024-05-12 06:01:15,495515;36132
72,0;2024-05-12 06:01:15,495515;80038
4,0;2024-05-12 06:06:15,495515;96899
505,0;2024-05-12 06:06:15,495515;49082
10013,0;2024-05-12 06:06:15,495515;51004
39,7;2024-05-12 06:06:15,495515;38789
7,6932592766217915;2024-05-12 06:06:15,495515;47489
5,859663624870038;2024-05-12 06:06:15,495515;3723
67,91871368199237;2024-05-12 06:06:15,495515;40697
0,4996123774705652;2024-05-12 06:06:15,495515;36132
74,0;2024-05-12 06:06:15,495515;80038
3,0;2024-05-12 06:11:15,495515;96899
498,0;2024-05-12 06:11:15,495515;49082
10008,0;2024-05-12 06:11:15,495515;51004
40,5;2024-05-12 06:11:15,495515;38789
10,693259276621792;2024-05-12 06:11:15,495515;47489
8,859663624870038;2024-05-12 06:11:15,495515;3723
64,91871368199237;2024-05-12 06:11:15,495515;40697
0,49955225864154457;2024-05-12 06:11:15,495515;36132
72,0;2024-05-12 06:11:15,495515;80038
2,0;2024-05-12 06:16:15,495515;96899
494,0;2024-05-12 06:16:15,495515;49082
10001,0;2024-05-12 06:16:15,495515;51004
41,2;2024-05-12 06:16:15,495515;38789
12,109315866685744;2024-05-12 06:16:15,495515;47489
11,859663624870038;2024-05-12 06:16:15,495515;3723
61,91871368199237;2024-05-12 06:16:15,495515;40697
0,49949202688809136;2024-05-12 06:16:15,495515;36132
70,0;2024-05-12 06:16:15,495515;80038
3,0;2024-05-12 06:21:15,495515;96899
500,0;2024-05-12 06:21:15,495515;49082
10002,0;2024-05-12 06:21:15,495515;51004
40,5;2024-05-12 06:21:15,495515;38789
15,109315866685744;2024-05-12 06:21:15,495515;47489
8,859663624870038;2024-05-12 06:21:15,495515;3723
58,91871368199237;2024-05-12 06:21:15,495515;40697
0,49948575911168097;2024-05-12 06:21:15,495515;36132
71,0;2024-05-12 06:21:15,495515;80038
1,0;2024-05-12 06:26:15,495515;96899
493,0;2024-05-12 06:26:15,495515;49082
10000,0;2024-05-12 06:26:15,495515;51004
40,9;2024-05-12 06:26:15,495515;38789
18,109315866685744;2024-05-12 06:26:15,495515;47489
10,507474376138962;2024-05-12 06:26:15,495515;3723
61,91871368199237;2024-05-12 06:26:15,495515;40697
0,4994334667156489;2024-05-12 06:26:15,495515;36132
70,0;2024-05-12 06:26:15,495515;80038
0,0;2024-05-12 06:31:15,495515;96899
490,0;2024-05-12 06:31:15,495515;49082
10000,0;2024-05-12 06:31:15,495515;51004
41,3;2024-05-12 06:31:15,495515;38789
15,109315866685744;2024-05-12 06:31:15,495515;47489
7,507474376138962;2024-05-12 06:31:15,495515;3723
58,91871368199237;2024-05-12 06:31:15,495515;40697
0,49934370027436176;2024-05-12 06:31:15,495515;36132
70,0;2024-05-12 06:31:15,495515;80038
0,0;2024-05-12 06:36:15,495515;96899
487,0;2024-05-12 06:36:15,495515;49082
10000,0;2024-05-12 06:36:15,495515;51004
41,8;2024-05-12 06:36:15,495515;38789
12,109315866685744;2024-05-12 06:36:15,495515;47489
6,16330652118021;2024-05-12 06:36:15,495515;3723
55,91871368199237;2024-05-12 06:36:15,495515;40697
0,49925797938428673;2024-05-12 06:36:15,495515;36132
70,0;2024-05-12 06:36:15,495515;80038
0,0;2024-05-12 06:41:15,495515;96899
480,0;2024-05-12 06:41:15,495515;49082
10000,0;2024-05-12 06:41:15,495515;51004
41,8;2024-05-12 06:41:15,495515;38789
10,04503553688681;2024-05-12 06:41:15,495515;47489
9,16330652118021;2024-05-12 06:41:15,495515;3723
52,91871368199237;2024-05-12 06:41:15,495515;40697
0,49918043901984827;2024-05-12 06:41:15,495515;36132
70,0;2024-05-12 06:41:15,495515;80038
3,0;2024-05-12 06:46:15,495515;96899
485,0;2024-05-12 06:46:15,495515;49082
10003,0;2024-05-12 06:46:15,495515;51004
41,4;2024-05-12 06:46:15,495515;38789
7,045035536886809;2024-05-12 06:46:15,495515;47489
12,16330652118021;2024-05-12 06:46:15,495515;3723
49,91871368199237;2024-05-12 06:46:15,495515;40697
0,4991204733388455;2024-05-12 06:46:15,495515;36132
73,0;2024-05-12 06:46:15,495515;80038
1,0;2024-05-12 06:51:15,495515;96899
483,0;2024-05-12 06:51:15,495515;49082
10000,0;2024-05-12 06:51:15,495515;51004
41,5;2024-05-12 06:51:15,495515;38789
10,04503553688681;2024-05-12 06:51:15,495515;47489
9,16330652118021;2024-05-12 06:51:15,495515;3723
46,91871368199237;2024-05-12 06:51:15,495515;40697
0,49905793036335594;2024-05-12 06:51:15,495515;36132
72,0;2024-05-12 06:51:15,495515;80038
0,0;2024-05-12 06:56:15,495515;96899
477,0;2024-05-12 06:56:15,495515;49082
10000,0;2024-05-12 06:56:15,495515;51004
42,0;2024-05-12 06:56:15,495515;38789
7,045035536886809;2024-05-12 06:56:15,495515;47489
12,16330652118021;2024-05-12 06:56:15,495515;3723
43,91871368199237;2024-05-12 06:56:15,495515;40697
0,4990517166904039;2024-05-12 06:56:15,495515;36132
70,0;2024-05-12 06:56:15,495515;80038
0,0;2024-05-12 07:01:15,495515;96899
473,0;2024-05-12 07:01:15,495515;49082
10000,0;2024-05-12 07:01:15,495515;51004
42,1;2024-05-12 07:01:15,495515;38789
10,04503553688681;2024-05-12 07:01:15,495515;47489
9,16330652118021;2024-05-12 07:01:15,495515;3723
40,91871368199237;2024-05-12 07:01:15,495515;40697
0,4990456958884261;2024-05-12 07:01:15,495515;36132
70,0;2024-05-12 07:01:15,495515;80038
0,0;2024-05-12 07:06:15,495515;96899
471,0;2024-05-12 07:06:15,495515;49082
10000,0;2024-05-12 07:06:15,495515;51004
42,5;2024-05-12 07:06:15,495515;38789
13,04503553688681;2024-05-12 07:06:15,495515;47489
12,16330652118021;2024-05-12 07:06:15,495515;3723
43,91871368199237;2024-05-12 07:06:15,495515;40697
0,49901873424846127;2024-05-12 07:06:15,495515;36132
70,0;2024-05-12 07:06:15,495515;80038
0,0;2024-05-12 07:11:15,495515;96899
468,0;2024-05-12 07:11:15,495515;49082
10000,0;2024-05-12 07:11:15,495515;51004
43,4;2024-05-12 07:11:15,495515;38789
10,04503553688681;2024-05-12 07:11:15,495515;47489
9,16330652118021;2024-05-12 07:11:15,495515;3723
44,0268553951889;2024-05-12 07:11:15,495515;40697
0,4989199401017926;2024-05-12 07:11:15,495515;36132
70,0;2024-05-12 07:11:15,495515;80038
2,0;2024-05-12 07:16:15,495515;96899
470,0;2024-05-12 07:16:15,495515;49082
10002,0;2024-05-12 07:16:15,495515;51004
43,2;2024-05-12 07:16:15,495515;38789
7,045035536886809;2024-05-12 07:16:15,495515;47489
8,071354968823583;2024-05-12 07:16:15,495515;3723
47,0268553951889;2024-05-12 07:16:15,495515;40697
0,49889478921288605;2024-05-12 07:16:15,495515;36132
72,0;2024-05-12 07:16:15,495515;80038
0,0;2024-05-12 07:21:15,495515;96899
464,0;2024-05-12 07:21:15,495515;49082
10000,0;2024-05-12 07:21:15,495515;51004
43,3;2024-05-12 07:21:15,495515;38789
