idSensor;modelo;valor;dtColeta
3336;MQ-2;0;2024-05-11 12:59:47.199159
3337;MQ-7;497;2024-05-11 12:59:47.200159
3338;MQ-135;10000;2024-05-11 12:59:47.200159
3339;DHT-11;40.1;2024-05-11 12:59:47.200159
3340;MPU-6050;328.271229321121;2024-05-11 12:59:47.201160
3341;VL53L0X;0.4621014502933984;2024-05-11 12:59:47.202159
3342;F01R064905;70;2024-05-11 12:59:47.202159
3336;MQ-2;0;2024-05-11 12:59:47.305694
3337;MQ-7;492;2024-05-11 12:59:47.306494
3338;MQ-135;10000;2024-05-11 12:59:47.306494
3339;DHT-11;40.7;2024-05-11 12:59:47.306494
3340;MPU-6050;136.57964709282274;2024-05-11 12:59:47.307493
3341;VL53L0X;0.4443333866925855;2024-05-11 12:59:47.308500
3342;F01R064905;70;2024-05-11 12:59:47.308500
3336;MQ-2;1;2024-05-11 12:59:47.409739
3337;MQ-7;500;2024-05-11 12:59:47.410541
3338;MQ-135;10006;2024-05-11 12:59:47.410541
3339;DHT-11;40.0;2024-05-11 12:59:47.410541
3340;MPU-6050;205.14872653760247;2024-05-11 12:59:47.411541
3341;VL53L0X;0.444312301789921;2024-05-11 12:59:47.411541
3342;F01R064905;72;2024-05-11 12:59:47.411541
3336;MQ-2;3;2024-05-11 12:59:47.512464
3337;MQ-7;506;2024-05-11 12:59:47.512464
3338;MQ-135;10014;2024-05-11 12:59:47.513457
3339;DHT-11;39.6;2024-05-11 12:59:47.513457
3340;MPU-6050;153.83432646844463;2024-05-11 12:59:47.514457
3341;VL53L0X;0.4400993907730529;2024-05-11 12:59:47.514457
3342;F01R064905;75;2024-05-11 12:59:47.514457
3336;MQ-2;1;2024-05-11 12:59:47.615315
3337;MQ-7;500;2024-05-11 12:59:47.616142
3338;MQ-135;10007;2024-05-11 12:59:47.616142
3339;DHT-11;40.5;2024-05-11 12:59:47.616142
3340;MPU-6050;198.53966858036205;2024-05-11 12:59:47.617120
3341;VL53L0X;0.44004086863337827;2024-05-11 12:59:47.617120
3342;F01R064905;74;2024-05-11 12:59:47.617120
3336;MQ-2;0;2024-05-11 12:59:47.719147
3337;MQ-7;493;2024-05-11 12:59:47.719953
3338;MQ-135;10005;2024-05-11 12:59:47.719953
3339;DHT-11;40.8;2024-05-11 12:59:47.719953
3340;MPU-6050;198.17164277464119;2024-05-11 12:59:47.720952
3341;VL53L0X;0.4050672957114811;2024-05-11 12:59:47.720952
