dtColeta
2024-05-01 15:34:03.117635
2024-05-01 15:34:03.118636
2024-05-01 15:34:03.118636
2024-05-01 15:34:03.119636
2024-05-01 15:34:03.119636
2024-05-01 15:34:03.120635
2024-05-01 15:34:03.120635
2024-05-01 15:34:03.222634
2024-05-01 15:34:03.223634
2024-05-01 15:34:03.223634
2024-05-01 15:34:03.223634
2024-05-01 15:34:03.225635
2024-05-01 15:34:03.225635
2024-05-01 15:34:03.227635
2024-05-01 15:34:03.329636
2024-05-01 15:34:03.329636
2024-05-01 15:34:03.330636
2024-05-01 15:34:03.330636
2024-05-01 15:34:03.331635
2024-05-01 15:34:03.331635
2024-05-01 15:34:03.331635
2024-05-01 15:34:03.432838
2024-05-01 15:34:03.433847
2024-05-01 15:34:03.433847
2024-05-01 15:34:03.433847
2024-05-01 15:34:03.434845
2024-05-01 15:34:03.435847
2024-05-01 15:34:03.435847
2024-05-01 15:34:03.537308
2024-05-01 15:34:03.538308
2024-05-01 15:34:03.538308
2024-05-01 15:34:03.538308
2024-05-01 15:34:03.539307
2024-05-01 15:34:03.539307
2024-05-01 15:34:03.539307
2024-05-01 15:34:03.641305
2024-05-01 15:34:03.641305
2024-05-01 15:34:03.642308
2024-05-01 15:34:03.642308
2024-05-01 15:34:03.643309
2024-05-01 15:34:03.645307
2024-05-01 15:34:03.645307
2024-05-01 15:34:03.747307
2024-05-01 15:34:03.748310
2024-05-01 15:34:03.748310
2024-05-01 15:34:03.749308
2024-05-01 15:34:03.750310
2024-05-01 15:34:03.751310
2024-05-01 15:34:03.752310
2024-05-01 15:34:03.856307
2024-05-01 15:34:03.857308
2024-05-01 15:34:03.858310
2024-05-01 15:34:03.858310
2024-05-01 15:34:03.859309
2024-05-01 15:34:03.859309
2024-05-01 15:34:03.860310
2024-05-01 15:34:03.961308
2024-05-01 15:34:03.962308
2024-05-01 15:34:03.963309
2024-05-01 15:34:03.964308
2024-05-01 15:34:03.965309
2024-05-01 15:34:03.965309
2024-05-01 15:34:03.967308
2024-05-01 15:34:04.069308
2024-05-01 15:34:04.069308
2024-05-01 15:34:04.070310
2024-05-01 15:34:04.070310
2024-05-01 15:34:04.071310
2024-05-01 15:34:04.072308
2024-05-01 15:34:04.072308
2024-05-01 15:34:04.173316
2024-05-01 15:34:04.174308
2024-05-01 15:34:04.174308
2024-05-01 15:34:04.175309
2024-05-01 15:34:04.175309
2024-05-01 15:34:04.175309
2024-05-01 15:34:04.177308
2024-05-01 15:34:04.278308
2024-05-01 15:34:04.279312
2024-05-01 15:34:04.280309
2024-05-01 15:34:04.280309
2024-05-01 15:34:04.281309
2024-05-01 15:34:04.283311
2024-05-01 15:34:04.284310
2024-05-01 15:34:04.389437
2024-05-01 15:34:04.390307
2024-05-01 15:34:04.390307
2024-05-01 15:34:04.390307
2024-05-01 15:34:04.391307
2024-05-01 15:34:04.391307
2024-05-01 15:34:04.392309
2024-05-01 15:34:04.493428
2024-05-01 15:34:04.494367
2024-05-01 15:34:04.494367
2024-05-01 15:34:04.495363
2024-05-01 15:34:04.495363
2024-05-01 15:34:04.496400
2024-05-01 15:34:04.496400
2024-05-01 15:34:04.597766
2024-05-01 15:34:04.598762
2024-05-01 15:34:04.599766
2024-05-01 15:34:04.599766
2024-05-01 15:34:04.600761
2024-05-01 15:34:04.601762
2024-05-01 15:34:04.602762
2024-05-01 15:34:04.704705
2024-05-01 15:34:04.705697
2024-05-01 15:34:04.706233
2024-05-01 15:34:04.706233
2024-05-01 15:34:04.707218
2024-05-01 15:34:04.708219
2024-05-01 15:34:04.708219
2024-05-01 15:34:04.809219
2024-05-01 15:34:04.810218
2024-05-01 15:34:04.811219
2024-05-01 15:34:04.811219
2024-05-01 15:34:04.811219
2024-05-01 15:34:04.812219
2024-05-01 15:34:04.812219
2024-05-01 15:34:04.914040
2024-05-01 15:34:04.914040
2024-05-01 15:34:04.915026
2024-05-01 15:34:04.915026
2024-05-01 15:34:04.915026
2024-05-01 15:34:04.916025
2024-05-01 15:34:04.916025
2024-05-01 15:34:05.018038
2024-05-01 15:34:05.019028
2024-05-01 15:34:05.020027
2024-05-01 15:34:05.020027
2024-05-01 15:34:05.020027
2024-05-01 15:34:05.021025
2024-05-01 15:34:05.021025
2024-05-01 15:34:05.122374
2024-05-01 15:34:05.123191
2024-05-01 15:34:05.123191
2024-05-01 15:34:05.124186
2024-05-01 15:34:05.124186
2024-05-01 15:34:05.124186
2024-05-01 15:34:05.125177
2024-05-01 15:34:05.227176
2024-05-01 15:34:05.227176
2024-05-01 15:34:05.228175
2024-05-01 15:34:05.228175
2024-05-01 15:34:05.228175
2024-05-01 15:34:05.229175
2024-05-01 15:34:05.229175
2024-05-01 15:34:05.330260
2024-05-01 15:34:05.331176
2024-05-01 15:34:05.331176
2024-05-01 15:34:05.332177
2024-05-01 15:34:05.332177
2024-05-01 15:34:05.332177
2024-05-01 15:34:05.333176
2024-05-01 15:34:05.434318
2024-05-01 15:34:05.435320
2024-05-01 15:34:05.435320
2024-05-01 15:34:05.436317
2024-05-01 15:34:05.436317
2024-05-01 15:34:05.437317
2024-05-01 15:34:05.437317
2024-05-01 15:34:05.539193
2024-05-01 15:34:05.539193
2024-05-01 15:34:05.540094
2024-05-01 15:34:05.540094
2024-05-01 15:34:05.540094
2024-05-01 15:34:05.541093
2024-05-01 15:34:05.541093
2024-05-01 15:34:05.642306
2024-05-01 15:34:05.644268
2024-05-01 15:34:05.645269
2024-05-01 15:34:05.646270
2024-05-01 15:34:05.646270
2024-05-01 15:34:05.646270
2024-05-01 15:34:05.647268
2024-05-01 15:34:05.748266
2024-05-01 15:34:05.749268
2024-05-01 15:34:05.750270
2024-05-01 15:34:05.750270
2024-05-01 15:34:05.752268
2024-05-01 15:34:05.752268
2024-05-01 15:34:05.753267
2024-05-01 15:34:05.855268
2024-05-01 15:34:05.855268
2024-05-01 15:34:05.856272
2024-05-01 15:34:05.856272
2024-05-01 15:34:05.860270
2024-05-01 15:34:05.864270
2024-05-01 15:34:05.865274
2024-05-01 15:34:05.966267
2024-05-01 15:34:05.967267
2024-05-01 15:34:05.970268
2024-05-01 15:34:05.971268
2024-05-01 15:34:05.972268
2024-05-01 15:34:05.972268
2024-05-01 15:34:05.973269
2024-05-01 15:34:06.074275
2024-05-01 15:34:06.074275
2024-05-01 15:34:06.075268
2024-05-01 15:34:06.076269
2024-05-01 15:34:06.077270
2024-05-01 15:34:06.078269
2024-05-01 15:34:06.078269
2024-05-01 15:34:06.179268
2024-05-01 15:34:06.180267
2024-05-01 15:34:06.180267
2024-05-01 15:34:06.181269
2024-05-01 15:34:06.181269
2024-05-01 15:34:06.182268
2024-05-01 15:34:06.183270
2024-05-01 15:34:06.284270
2024-05-01 15:34:06.285270
2024-05-01 15:34:06.285270
2024-05-01 15:34:06.286269
2024-05-01 15:34:06.287289
2024-05-01 15:34:06.287289
2024-05-01 15:34:06.287289
2024-05-01 15:34:06.388409
2024-05-01 15:34:06.388409
2024-05-01 15:34:06.389399
2024-05-01 15:34:06.389399
2024-05-01 15:34:06.389399
2024-05-01 15:34:06.390399
2024-05-01 15:34:06.390399
2024-05-01 15:34:06.492031
2024-05-01 15:34:06.492913
2024-05-01 15:34:06.492913
2024-05-01 15:34:06.493906
2024-05-01 15:34:06.494901
2024-05-01 15:34:06.494901
2024-05-01 15:34:06.494901
2024-05-01 15:34:06.596418
2024-05-01 15:34:06.596418
2024-05-01 15:34:06.597413
2024-05-01 15:34:06.597413
2024-05-01 15:34:06.598411
2024-05-01 15:34:06.598411
2024-05-01 15:34:06.598411
2024-05-01 15:34:06.700123
2024-05-01 15:34:06.700123
2024-05-01 15:34:06.701113
2024-05-01 15:34:06.701113
2024-05-01 15:34:06.702113
2024-05-01 15:34:06.702113
2024-05-01 15:34:06.703112
2024-05-01 15:34:06.804218
2024-05-01 15:34:06.804218
2024-05-01 15:34:06.805205
2024-05-01 15:34:06.806204
2024-05-01 15:34:06.806204
2024-05-01 15:34:06.807204
2024-05-01 15:34:06.807204
2024-05-01 15:34:06.912204
2024-05-01 15:34:06.913205
2024-05-01 15:34:06.913205
2024-05-01 15:34:06.914204
2024-05-01 15:34:06.914204
2024-05-01 15:34:06.915206
2024-05-01 15:34:06.915206
2024-05-01 15:34:07.016162
2024-05-01 15:34:07.017183
2024-05-01 15:34:07.017183
2024-05-01 15:34:07.018174
2024-05-01 15:34:07.019174
2024-05-01 15:34:07.019174
2024-05-01 15:34:07.019174
2024-05-01 15:34:07.121105
2024-05-01 15:34:07.121105
2024-05-01 15:34:07.122099
2024-05-01 15:34:07.122099
2024-05-01 15:34:07.122099
2024-05-01 15:34:07.122099
2024-05-01 15:34:07.123099
2024-05-01 15:34:07.224766
2024-05-01 15:34:07.225569
2024-05-01 15:34:07.225569
2024-05-01 15:34:07.225569
2024-05-01 15:34:07.226567
2024-05-01 15:34:07.227569
2024-05-01 15:34:07.227569
2024-05-01 15:34:07.328625
2024-05-01 15:34:07.328625
2024-05-01 15:34:07.330618
2024-05-01 15:34:07.330618
2024-05-01 15:34:07.331619
2024-05-01 15:34:07.331619
2024-05-01 15:34:07.331619
2024-05-01 15:34:07.433483
2024-05-01 15:34:07.433483
2024-05-01 15:34:07.433483
2024-05-01 15:34:07.434488
2024-05-01 15:34:07.435480
2024-05-01 15:34:07.436479
2024-05-01 15:34:07.436479
2024-05-01 15:34:07.537878
2024-05-01 15:34:07.538872
2024-05-01 15:34:07.538872
2024-05-01 15:34:07.539872
2024-05-01 15:34:07.539872
2024-05-01 15:34:07.540871
2024-05-01 15:34:07.540871
2024-05-01 15:34:07.642787
2024-05-01 15:34:07.643685
2024-05-01 15:34:07.644682
2024-05-01 15:34:07.644682
2024-05-01 15:34:07.644682
2024-05-01 15:34:07.645693
2024-05-01 15:34:07.645693
2024-05-01 15:34:07.747182
2024-05-01 15:34:07.747917
2024-05-01 15:34:07.748913
2024-05-01 15:34:07.748913
2024-05-01 15:34:07.748913
2024-05-01 15:34:07.749915
2024-05-01 15:34:07.749915
2024-05-01 15:34:07.851914
2024-05-01 15:34:07.852914
2024-05-01 15:34:07.853916
2024-05-01 15:34:07.854913
2024-05-01 15:34:07.854913
2024-05-01 15:34:07.855916
2024-05-01 15:34:07.855916
2024-05-01 15:34:07.957914
2024-05-01 15:34:07.957914
2024-05-01 15:34:07.958914
2024-05-01 15:34:07.958914
2024-05-01 15:34:07.960914
2024-05-01 15:34:07.960914
2024-05-01 15:34:07.961915
2024-05-01 15:34:08.062912
2024-05-01 15:34:08.063914
2024-05-01 15:34:08.063914
2024-05-01 15:34:08.064912
2024-05-01 15:34:08.064912
2024-05-01 15:34:08.064912
2024-05-01 15:34:08.065914
2024-05-01 15:34:08.167912
2024-05-01 15:34:08.169915
2024-05-01 15:34:08.170915
2024-05-01 15:34:08.171915
2024-05-01 15:34:08.172913
2024-05-01 15:34:08.172913
2024-05-01 15:34:08.173914
2024-05-01 15:34:08.276442
2024-05-01 15:34:08.277433
2024-05-01 15:34:08.277433
2024-05-01 15:34:08.278432
2024-05-01 15:34:08.278432
2024-05-01 15:34:08.279432
2024-05-01 15:34:08.279432
2024-05-01 15:34:08.380434
2024-05-01 15:34:08.381433
2024-05-01 15:34:08.381433
2024-05-01 15:34:08.382432
2024-05-01 15:34:08.382432
2024-05-01 15:34:08.382432
2024-05-01 15:34:08.383432
2024-05-01 15:34:08.484438
2024-05-01 15:34:08.485974
2024-05-01 15:34:08.485974
2024-05-01 15:34:08.486960
2024-05-01 15:34:08.486960
2024-05-01 15:34:08.487960
2024-05-01 15:34:08.487960
2024-05-01 15:34:08.589577
2024-05-01 15:34:08.589577
2024-05-01 15:34:08.590581
2024-05-01 15:34:08.590581
2024-05-01 15:34:08.591569
2024-05-01 15:34:08.591569
2024-05-01 15:34:08.591569
2024-05-01 15:34:08.693371
2024-05-01 15:34:08.694375
2024-05-01 15:34:08.694375
2024-05-01 15:34:08.694375
2024-05-01 15:34:08.695374
2024-05-01 15:34:08.695374
2024-05-01 15:34:08.697373
2024-05-01 15:34:08.798381
2024-05-01 15:34:08.799381
2024-05-01 15:34:08.799381
2024-05-01 15:34:08.799381
2024-05-01 15:34:08.800383
2024-05-01 15:34:08.800383
2024-05-01 15:34:08.800383
2024-05-01 15:34:08.902853
2024-05-01 15:34:08.902853
2024-05-01 15:34:08.903816
2024-05-01 15:34:08.903816
2024-05-01 15:34:08.904815
2024-05-01 15:34:08.904815
2024-05-01 15:34:08.905818
2024-05-01 15:34:09.006509
2024-05-01 15:34:09.007503
2024-05-01 15:34:09.007503
2024-05-01 15:34:09.008504
2024-05-01 15:34:09.008504
2024-05-01 15:34:09.009504
2024-05-01 15:34:09.009504
2024-05-01 15:34:09.111064
2024-05-01 15:34:09.111064
2024-05-01 15:34:09.112059
2024-05-01 15:34:09.112059
2024-05-01 15:34:09.112059
2024-05-01 15:34:09.113059
2024-05-01 15:34:09.113059
2024-05-01 15:34:09.214122
2024-05-01 15:34:09.214919
2024-05-01 15:34:09.214919
2024-05-01 15:34:09.214919
2024-05-01 15:34:09.215917
2024-05-01 15:34:09.215917
2024-05-01 15:34:09.216918
2024-05-01 15:34:09.317860
2024-05-01 15:34:09.319674
2024-05-01 15:34:09.319674
2024-05-01 15:34:09.319674
2024-05-01 15:34:09.320674
2024-05-01 15:34:09.320674
2024-05-01 15:34:09.320674
2024-05-01 15:34:09.422324
2024-05-01 15:34:09.423314
2024-05-01 15:34:09.423314
2024-05-01 15:34:09.424315
2024-05-01 15:34:09.424315
2024-05-01 15:34:09.424315
2024-05-01 15:34:09.425314
2024-05-01 15:34:09.525847
2024-05-01 15:34:09.527870
2024-05-01 15:34:09.527870
2024-05-01 15:34:09.528870
2024-05-01 15:34:09.528870
2024-05-01 15:34:09.529869
2024-05-01 15:34:09.529869
2024-05-01 15:34:09.631089
2024-05-01 15:34:09.631894
2024-05-01 15:34:09.631894
2024-05-01 15:34:09.631894
2024-05-01 15:34:09.632908
2024-05-01 15:34:09.632908
2024-05-01 15:34:09.633906
2024-05-01 15:34:09.735105
2024-05-01 15:34:09.736107
2024-05-01 15:34:09.736107
2024-05-01 15:34:09.736107
2024-05-01 15:34:09.737105
2024-05-01 15:34:09.737105
2024-05-01 15:34:09.738106
